,actual_answer,predicted_answer,answer_match
1110,isotheism,was located. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad],0.0
1111,,,
1112,world war ii,"grew rapidly, highlighted by the growth of such cities as charlotte, raleigh, and durham in the piedmont. raleigh, durham, and chapel hill form the research",0.0
1113,stephen ambrose,,0.0
1114,allied military governments,,0.0
1115,british overseas territories citizenship,what kind of citizenship do,0.0
1116,20,"1 march 1810 – 17 october 1849 ), born fryderyk franciszek chopin, [ n 1 ] was a polish and french ( by citizenship and birth of father ) composer and a virtuoso pianist of the romantic era, who wrote primarily for the solo piano. he gained and has maintained renown worldwide as one of the leading musicians of his era, whose "" poetic genius was based on a professional technique that was without equal",0.0
1117,1500–2000,,0.0
1118,knights and dames,,0.0
1119,all,"2001, rashidi wheeler, a senior safety, collapsed and died during practice from an asthma",0.0
1120,,,
1121,,", more than any",
1122,department of defense,"was created in an attempt to end years of rivalry over influence, philosophy and budget between the united states department of defense ( dod ) and the cia. in spite of this, the department of defense recently organized its own global clandestine intelligence service, the",1.0
1123,humanitarian nature,,0.0
1124,trance,"in the world and has exerted a strong influence on dance and rock music, and pioneered trance music. artists such as herbert gronemeyer, scorpions, rammstein, nena, dieter bohlen, tokio hotel and modern talking have enjoyed international fame. german musicians and, particularly, the pioneering bands tangerine dream and kraftwerk have also contributed to the development of electronic music. germany hosts many large rock music festivals annually. the rock am ring festival is the largest music festival in germany, and among the largest in the world. german artists also make up a large percentage of industrial music acts,",1.0
1125,two golds and two silvers,,0.0
1126,braque and picasso,"[cls] understanding who's work was the tradition meaning of cubism formed on? [sep] the traditional interpretation of "" cubism "", formulated post facto as a means of understanding the works of braque and picasso, has affected our appreciation of other twentieth - century artists. it is difficult to apply to painters such as jean metzinger, albert gleizes, robert delaunay and henri le fauconnier, whose fundamental differences from traditional cubism compelled kahnweiler to question their right to be called cubists at all. according to daniel robbins, "" to suggest that merely because these artists developed differently or varied from the traditional pattern they deserved to be relegated to a secondary or satellite role in cubism is a",1.0
1127,women and young people,health of women and young people. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad],1.0
1128,match closely,? [sep] the degree,0.0
1129,roman catholic,", ecuadorian, and puerto rican populations are overwhelmingly catholic. the city is part of the archdiocese of",0.0
1130,"july 25, 1988","divorce? [sep] alexandra was born days before kerry began law school. in 1982, julia asked kerry for a separation while she was suffering from severe depression. they were divorced on july 25, 1988, and the marriage was formally annulled in",1.0
1131,,,
1132,,,
1133,tents and generators,"[sep] on may 16, rescue groups from south korea, japan, singapore, russia and taiwan arrived to join the rescue effort. the united states shared some of its satellite images of the quake - stricken areas with chinese authorities. during the weekend, the us sent into china two u. s. air force c - 17's carrying supplies, which included tents and generators.",1.0
1134,middle ages,,0.0
1135,neglect or ignorance of the law,mechanisms for restoring it. government based upon the rule of law is called nomocracy. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad],0.0
1136,cavalry,"italy, and fortuna primigenia from",0.0
1137,,"the world [... ] denies the existence of god and the soul "". materialism, in this view, therefore becomes incompatible with most world religions, including christianity, judaism, and islam. in such a context one can conflate materialism with atheism. most of hinduism and transcendentalism regards all matter as an illusion called maya, blinding humans from knowing "" the truth """,
1138,72%,,0.0
1139,a person’s choice of sexual partners,"[cls] what do psychologists says sexual orientation can also mean? [sep] the american psychological association states that "" [ s ] exual orientation refers to an enduring",0.0
1140,the port of london,,0.0
1141,sutton coldfield transmitting station,extended to birmingham in 1949 with the opening of the sutton,0.0
1142,graded,"? [sep] the 1775 treatise "" the natural varieties of mankind "", by johann friedrich blumenbach proposed five major divisions : the caucasoid race, mongoloid race, ethiopian race ( later termed negroid, and not to be confused with the narrower ethiopid",0.0
1143,"2,223",,0.0
1144,dioguardi,""" no boundaries "" which was co - written by dioguardi. this is the first season in which the winner failed to achieve gold",1.0
1145,13 april 1837,,0.0
1146,,sports station. the city,
1147,barbary,"grows on the island? [sep] other trees of note include the royal palm, sea grape trees in the form of shrubs on the beaches and as 5 to 7 m trees in the interior areas",0.0
1148,slaves,,0.0
1149,light dosimeters,[sep] typical measurements of light have used a dosimeter,0.0
1150,1972,"[cls] when did celcil woodham - smith also write a well recieved biography about victoria? [sep] victoria was physically unprepossessing — she was stout, dowdy and no more than five feet tall — but she succeeded in projecting a grand image. she experienced unpopularity during the first years of her widowhood, but was well liked during the 1880s and 1890s, when she embodied the empire as a benevolent matriarchal figure. only after the release of her diary and letters did the extent of her political influence become known to the wider public. biographies of victoria written before much of the primary material became available, such",0.0
1151,,"bitumen in the removed material can be reactivated and put back to use in new pavement mixes. with some 95 % of paved roads being constructed of or surfaced with asphalt, a substantial amount of asphalt pavement material is reclaimed each year. according to industry surveys conducted annually by the federal highway administration and the national asphalt pavement association, more than 99 % of the asphalt removed each year from road surfaces during widening and resurfacing projects is reused as part of new pavements, roadbeds, shoulders and embankments. [sep] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad] [pad]",
